record_id,name,category,region,year,score,value
1000476,Ece Aksoy,fashion,Mediterranean,2018,55,3789
1000477,Asli Polat,electronics,Southeast,2024,46,4283
1000478,Zeynep Yilmaz,sports,Marmara,2018,78,4017
1000479,Mert Demir,toys,Aegean,2018,93,2947
1000480,Yigit Kaya,toys,Aegean,2020,40,2860
1000481,Zeynep Polat,fashion,Marmara,2022,80,3663
1000482,Burak Kaya,sports,Marmara,2023,69,3793
1000483,Asli Polat,sports,Southeast,2023,60,1063
1000484,Asli Polat,books,Central Anatolia,2024,86,4393
1000485,Irem Sahin,home,Mediterranean,2020,99,4750
1000486,Asli Demir,grocery,Central Anatolia,2022,96,3003
1000487,Melis Kaya,toys,Aegean,2025,78,2050
1000488,Derya Yaman,home,Aegean,2019,75,4206
1000489,Deniz Polat,fashion,Black Sea,2021,78,505
1000490,Yigit Aydin,fashion,Aegean,2018,73,1660
1000491,Zeynep Yilmaz,fashion,Black Sea,2021,95,1305
1000492,Can Gunes,toys,Mediterranean,2018,80,2478
1000493,Can Demir,sports,Aegean,2025,83,569
1000494,Derya Yilmaz,grocery,Central Anatolia,2024,98,2566
1000495,Elif Tekin,home,Aegean,2023,82,4807
1000496,Asli Tekin,fashion,Black Sea,2019,73,2755
1000497,Mert Sahin,sports,Aegean,2018,86,4686
1000498,Zeynep Gunes,books,Aegean,2019,56,668
1000499,Yigit Polat,toys,Black Sea,2018,50,1957
1000500,Kerem Kurt,electronics,Mediterranean,2025,83,2941
1000501,Seda Sahin,grocery,Southeast,2019,97,2072
1000502,Elif Demir,home,Marmara,2025,98,3783
1000503,Ayse Aydin,sports,Central Anatolia,2020,100,2755
1000504,Asli Aydin,sports,Black Sea,2021,86,1828
1000505,Deniz Sahin,fashion,Southeast,2019,88,922
1000506,Deniz Aydin,toys,Black Sea,2022,77,4056
1000507,Can Gunes,sports,Marmara,2025,78,651
1000508,Asli Tas,books,Marmara,2022,79,2859
1000509,Mert Tekin,grocery,Black Sea,2018,77,3137
1000510,Ayse Kaya,grocery,Aegean,2021,62,2922
1000511,Zeynep Tas,electronics,Aegean,2021,56,4071
1000512,Melis Yaman,sports,Marmara,2022,70,1931
1000513,Elif Polat,electronics,Marmara,2021,53,783
1000514,Mert Aydin,home,Aegean,2024,72,3826
1000515,Yigit Polat,fashion,Southeast,2018,78,3706
1000516,Mert Demir,fashion,Southeast,2018,74,1126
1000517,Ece Yilmaz,grocery,Southeast,2025,91,3260
1000518,Melis Gunes,books,Marmara,2018,70,958
1000519,Melis Polat,electronics,Aegean,2022,74,1491
1000520,Asli Kaya,books,Black Sea,2023,72,4149
1000521,Kerem Aydin,toys,Central Anatolia,2022,58,1085
1000522,Seda Polat,fashion,Marmara,2019,51,3457
1000523,Yigit Polat,grocery,Black Sea,2023,75,4007
1000524,Emre Aydin,toys,Central Anatolia,2025,86,836
1000525,Seda Kaya,home,Southeast,2025,72,4421
1000526,Derya Celik,electronics,Mediterranean,2020,53,2927
1000527,Burak Aksoy,home,Southeast,2022,92,2477
1000528,Yigit Tekin,sports,Central Anatolia,2019,74,4080
1000529,Elif Aksoy,sports,Marmara,2020,42,4126
1000530,Deniz Gunes,grocery,Black Sea,2025,67,4197
1000531,Ayse Arslan,electronics,Southeast,2025,75,3608
1000532,Burak Arslan,books,Central Anatolia,2021,41,3429
1000533,Ece Aksoy,grocery,Marmara,2020,96,4385
1000534,Irem Tas,fashion,Aegean,2019,44,3799
1000535,Asli Tas,toys,Mediterranean,2022,78,2162
1000536,Irem Tas,sports,Marmara,2022,57,1936
1000537,Yigit Sahin,toys,Aegean,2021,65,1638
1000538,Kerem Tas,fashion,Mediterranean,2024,51,4461
1000539,Burak Aksoy,electronics,Black Sea,2018,100,2078
1000540,Ayse Arslan,fashion,Southeast,2021,50,1348
1000541,Derya Arslan,fashion,Mediterranean,2020,61,2868
1000542,Mert Demir,electronics,Aegean,2025,72,4293
1000543,Asli Polat,fashion,Black Sea,2024,45,4086
1000544,Asli Tekin,home,Black Sea,2024,69,2543
1000545,Deniz Aydin,sports,Southeast,2024,69,956
1000546,Emre Aydin,toys,Southeast,2020,85,1466
1000547,Deniz Demir,grocery,Mediterranean,2025,48,4533
1000548,Derya Yaman,electronics,Mediterranean,2024,40,3828
1000549,Elif Kurt,fashion,Aegean,2023,71,2298
1000550,Emre Aksoy,grocery,Mediterranean,2025,48,3360
1000551,Ayse Aydin,books,Marmara,2021,63,2294
1000552,Emre Tekin,books,Central Anatolia,2022,58,1650
1000553,Zeynep Celik,fashion,Marmara,2022,42,2587
1000554,Elif Aksoy,electronics,Aegean,2021,73,2433
1000555,Deniz Tas,electronics,Mediterranean,2021,76,2906
1000556,Burak Yilmaz,electronics,Black Sea,2019,65,1537
1000557,Asli Yilmaz,toys,Aegean,2020,93,2365
1000558,Asli Polat,books,Mediterranean,2018,98,1286
1000559,Mert Sahin,books,Marmara,2024,77,2898
1000560,Ece Tekin,home,Black Sea,2021,66,1215
1000561,Seda Sahin,toys,Aegean,2024,70,555
1000562,Deniz Gunes,toys,Central Anatolia,2018,77,2597
1000563,Ece Gunes,fashion,Black Sea,2018,83,4742
1000564,Mert Demir,books,Mediterranean,2025,54,2481
1000565,Irem Yilmaz,electronics,Central Anatolia,2019,56,1620
1000566,Derya Sahin,home,Southeast,2018,61,4259
1000567,Emre Arslan,fashion,Aegean,2025,73,4491
1000568,Burak Tekin,fashion,Mediterranean,2018,44,4832
1000569,Irem Tekin,grocery,Aegean,2020,55,3917
1000570,Ece Kaya,grocery,Aegean,2022,68,4173
1000571,Asli Aksoy,books,Marmara,2021,84,1270
1000572,Kerem Kurt,books,Marmara,2021,68,2823
1000573,Zeynep Yilmaz,books,Mediterranean,2019,56,3983
1000574,Can Demir,home,Black Sea,2023,54,2293
1000575,Melis Tekin,electronics,Black Sea,2022,54,4419
1000576,Emre Kurt,home,Central Anatolia,2020,85,888
1000577,Kerem Tekin,grocery,Southeast,2023,44,2536
1000578,Melis Tas,books,Aegean,2022,92,605
1000579,Asli Tekin,books,Aegean,2024,91,3460
1000580,Elif Yilmaz,electronics,Aegean,2022,66,1046
1000581,Irem Celik,sports,Aegean,2025,72,3072
1000582,Ayse Yaman,fashion,Black Sea,2025,55,3133
1000583,Asli Celik,sports,Black Sea,2025,41,2691
1000584,Elif Yilmaz,electronics,Marmara,2021,45,4056
1000585,Deniz Aydin,fashion,Black Sea,2023,87,2656
1000586,Can Aksoy,fashion,Aegean,2021,47,1796
1000587,Asli Sahin,grocery,Marmara,2022,76,3279
1000588,Yigit Tekin,sports,Southeast,2025,78,2898
1000589,Burak Yaman,sports,Southeast,2023,90,946
1000590,Yigit Celik,books,Marmara,2021,48,3357
1000591,Irem Gunes,toys,Central Anatolia,2021,97,2276
1000592,Elif Yilmaz,books,Southeast,2022,66,1336
1000593,Asli Aksoy,grocery,Mediterranean,2019,78,1659
1000594,Elif Celik,books,Black Sea,2021,66,3188
1000595,Asli Aksoy,fashion,Southeast,2018,83,4263
1000596,Deniz Kaya,toys,Southeast,2019,79,2126
1000597,Elif Aydin,home,Central Anatolia,2024,69,1050
1000598,Ayse Aydin,toys,Central Anatolia,2025,73,4348
1000599,Yigit Celik,home,Aegean,2021,52,2229
1000600,Ayse Tekin,electronics,Aegean,2020,72,2191
1000601,Yigit Kurt,home,Marmara,2023,50,1773
1000602,Can Aksoy,electronics,Mediterranean,2021,65,2185
1000603,Emre Kaya,electronics,Southeast,2021,89,4450
1000604,Yigit Kaya,grocery,Marmara,2024,58,1260
1000605,Ece Yaman,books,Mediterranean,2019,52,4602
1000606,Ayse Kaya,grocery,Central Anatolia,2019,55,1505
1000607,Ece Kurt,grocery,Black Sea,2020,53,2706
1000608,Burak Demir,home,Central Anatolia,2022,50,2346
1000609,Asli Gunes,electronics,Aegean,2020,51,1152
1000610,Can Arslan,electronics,Black Sea,2019,50,2919
1000611,Yigit Kurt,home,Central Anatolia,2024,84,4363
1000612,Yigit Aydin,grocery,Southeast,2021,90,3930
1000613,Kerem Aksoy,books,Mediterranean,2024,96,3840
1000614,Zeynep Kaya,sports,Mediterranean,2019,61,4962
1000615,Mert Kurt,books,Mediterranean,2023,61,2839
1000616,Burak Aksoy,grocery,Central Anatolia,2022,45,3634
1000617,Melis Tas,sports,Mediterranean,2018,78,3325
1000618,Burak Tekin,home,Southeast,2025,78,4510
1000619,Can Tas,toys,Black Sea,2019,92,2465
1000620,Yigit Kaya,grocery,Marmara,2025,49,1605
1000621,Elif Polat,books,Aegean,2023,48,514
1000622,Burak Tas,home,Mediterranean,2024,55,3784
1000623,Ayse Demir,sports,Marmara,2021,57,4839
1000624,Can Yilmaz,home,Southeast,2023,86,2682
1000625,Seda Yilmaz,grocery,Central Anatolia,2025,67,1307
1000626,Emre Gunes,sports,Aegean,2023,54,2647
1000627,Yigit Demir,home,Central Anatolia,2024,54,3859
1000628,Yigit Tekin,toys,Black Sea,2024,46,3102
1000629,Asli Yilmaz,books,Marmara,2025,97,1986
1000630,Seda Tas,electronics,Marmara,2024,95,4399
1000631,Seda Kurt,grocery,Black Sea,2020,90,2012
1000632,Irem Aksoy,books,Central Anatolia,2018,84,1504
1000633,Can Yaman,books,Central Anatolia,2023,56,811
1000634,Yigit Polat,electronics,Marmara,2024,90,3532
1000635,Deniz Sahin,grocery,Aegean,2022,74,3171
1000636,Emre Yilmaz,grocery,Southeast,2022,78,2813
1000637,Kerem Kaya,electronics,Southeast,2024,54,1722
1000638,Emre Tas,electronics,Central Anatolia,2023,57,2845
1000639,Mert Tekin,electronics,Mediterranean,2025,87,2581
1000640,Elif Gunes,sports,Central Anatolia,2023,52,3972
1000641,Melis Demir,books,Aegean,2019,97,3229
1000642,Asli Yaman,books,Black Sea,2024,90,2398
1000643,Can Gunes,electronics,Mediterranean,2022,99,2704
1000644,Ayse Yaman,fashion,Southeast,2020,71,3604
1000645,Irem Sahin,fashion,Marmara,2024,51,3418
1000646,Irem Gunes,grocery,Southeast,2021,63,1580
1000647,Asli Kurt,toys,Southeast,2021,93,3592
1000648,Ayse Aydin,toys,Aegean,2023,96,1679
1000649,Mert Celik,fashion,Southeast,2024,54,2121
1000650,Ece Demir,fashion,Central Anatolia,2022,48,3932
1000651,Deniz Celik,grocery,Aegean,2019,61,4418
1000652,Burak Demir,home,Central Anatolia,2018,78,749
1000653,Asli Gunes,grocery,Central Anatolia,2019,72,3384
1000654,Derya Gunes,electronics,Marmara,2021,54,3292
1000655,Burak Celik,fashion,Southeast,2023,98,2066
1000656,Kerem Aydin,electronics,Marmara,2020,72,1508
1000657,Deniz Yilmaz,books,Southeast,2018,100,1081
1000658,Derya Arslan,electronics,Aegean,2020,56,2093
1000659,Zeynep Yaman,home,Mediterranean,2019,100,2055
1000660,Zeynep Sahin,home,Mediterranean,2021,69,1632
1000661,Zeynep Kaya,fashion,Central Anatolia,2019,55,3864
1000662,Ece Sahin,electronics,Central Anatolia,2023,87,4669
1000663,Zeynep Gunes,books,Aegean,2025,96,4121
1000664,Can Tas,electronics,Central Anatolia,2019,89,4156
1000665,Ece Sahin,fashion,Mediterranean,2023,93,776
1000666,Burak Kurt,toys,Aegean,2021,53,3434
1000667,Burak Yaman,books,Marmara,2018,50,1573
1000668,Kerem Yaman,sports,Mediterranean,2025,59,2835
1000669,Zeynep Aydin,home,Black Sea,2024,97,2518
1000670,Mert Arslan,grocery,Aegean,2019,63,2209
1000671,Mert Kaya,toys,Central Anatolia,2020,71,739
1000672,Can Celik,books,Southeast,2018,82,564
1000673,Deniz Yaman,electronics,Central Anatolia,2023,55,3938
1000674,Yigit Polat,electronics,Southeast,2024,82,3802
1000675,Ayse Yaman,fashion,Mediterranean,2025,86,4395
1000676,Mert Gunes,electronics,Marmara,2021,61,3800
1000677,Deniz Kaya,toys,Southeast,2018,51,2390
1000678,Yigit Yilmaz,home,Southeast,2019,41,3371
1000679,Zeynep Kurt,grocery,Central Anatolia,2024,61,1166
1000680,Emre Aydin,home,Aegean,2021,69,4678
1000681,Burak Aydin,home,Marmara,2025,70,1182
1000682,Melis Tas,toys,Southeast,2019,93,4519
1000683,Kerem Kaya,toys,Aegean,2021,62,3867
1000684,Derya Aksoy,fashion,Southeast,2022,100,1600
1000685,Yigit Tekin,books,Southeast,2020,100,972
1000686,Irem Gunes,sports,Marmara,2019,67,4194
1000687,Irem Polat,fashion,Southeast,2018,70,3006
1000688,Irem Aydin,fashion,Central Anatolia,2018,55,1395
1000689,Burak Kaya,grocery,Southeast,2019,62,1658
1000690,Irem Gunes,sports,Southeast,2019,72,4912
1000691,Seda Kurt,home,Aegean,2020,62,2900
1000692,Ayse Aydin,home,Aegean,2018,59,3230
1000693,Derya Sahin,home,Marmara,2022,47,3361
1000694,Ayse Celik,toys,Southeast,2025,79,2770
1000695,Irem Tekin,books,Southeast,2023,54,2883
1000696,Asli Demir,fashion,Central Anatolia,2025,87,1190
1000697,Melis Aydin,sports,Marmara,2019,41,3837
1000698,Seda Sahin,grocery,Black Sea,2020,66,1566
1000699,Zeynep Tas,toys,Mediterranean,2024,58,2516
1000700,Ayse Kaya,electronics,Marmara,2019,75,1818
1000701,Emre Tekin,sports,Aegean,2023,40,998
1000702,Zeynep Celik,grocery,Central Anatolia,2019,82,2829
1000703,Ayse Aydin,electronics,Southeast,2020,50,1346
1000704,Elif Polat,fashion,Aegean,2019,52,1946
1000705,Derya Yilmaz,toys,Aegean,2018,70,4526
1000706,Emre Yaman,sports,Mediterranean,2023,90,1301
1000707,Seda Yaman,fashion,Black Sea,2024,52,3798
1000708,Elif Kurt,toys,Mediterranean,2021,93,3926
1000709,Can Arslan,sports,Marmara,2019,87,4144
1000710,Kerem Yaman,home,Southeast,2024,56,3668
1000711,Emre Yilmaz,sports,Mediterranean,2025,82,1539
1000712,Asli Tekin,fashion,Southeast,2024,58,4826
1000713,Asli Kurt,books,Aegean,2022,91,1485
1000714,Mert Tekin,sports,Aegean,2018,73,2900
1000715,Derya Tas,books,Southeast,2025,90,3764
1000716,Derya Sahin,toys,Southeast,2019,89,3431
1000717,Yigit Yilmaz,books,Aegean,2020,63,3380
1000718,Elif Aksoy,fashion,Black Sea,2022,66,3593
1000719,Irem Gunes,grocery,Central Anatolia,2018,84,3164
1000720,Ayse Celik,sports,Mediterranean,2020,86,2948
1000721,Derya Demir,sports,Southeast,2022,47,1198
1000722,Asli Tekin,sports,Aegean,2022,67,3041
1000723,Burak Arslan,sports,Southeast,2018,54,1475
1000724,Emre Gunes,home,Aegean,2021,79,2519
1000725,Ayse Kaya,home,Mediterranean,2019,75,1080
1000726,Burak Kaya,books,Marmara,2021,84,661
1000727,Zeynep Tekin,toys,Southeast,2022,71,4558
1000728,Elif Kaya,electronics,Aegean,2021,53,2384
1000729,Yigit Celik,electronics,Marmara,2020,76,2484
1000730,Seda Yaman,sports,Southeast,2025,65,2656
1000731,Can Polat,grocery,Marmara,2024,75,4018
1000732,Can Aksoy,grocery,Southeast,2018,71,1183
1000733,Mert Kurt,sports,Aegean,2023,64,554
1000734,Kerem Yilmaz,fashion,Southeast,2022,64,4463
1000735,Zeynep Tekin,grocery,Black Sea,2022,93,3092
1000736,Kerem Yilmaz,grocery,Marmara,2023,51,4948
1000737,Kerem Celik,fashion,Aegean,2019,97,1896
1000738,Seda Arslan,books,Marmara,2021,73,1563
1000739,Deniz Gunes,sports,Southeast,2023,99,3053
1000740,Melis Yilmaz,books,Central Anatolia,2021,91,1097
1000741,Irem Sahin,sports,Southeast,2018,51,2623
1000742,Zeynep Tekin,home,Aegean,2024,80,1936
1000743,Ece Arslan,books,Mediterranean,2025,61,776
1000744,Ece Tekin,grocery,Black Sea,2024,97,3467
1000745,Can Tekin,grocery,Southeast,2025,55,3999
1000746,Mert Kurt,home,Mediterranean,2025,80,3494
1000747,Melis Gunes,electronics,Aegean,2024,93,1824
1000748,Zeynep Arslan,books,Marmara,2024,97,788
1000749,Ece Aksoy,grocery,Marmara,2020,41,1239
1000750,Ayse Gunes,toys,Aegean,2025,43,589
1000751,Can Demir,toys,Central Anatolia,2019,92,1360
1000752,Burak Kurt,fashion,Black Sea,2024,73,4726
1000753,Asli Arslan,grocery,Aegean,2023,46,3971
1000754,Ayse Aksoy,home,Central Anatolia,2024,85,1298
1000755,Burak Polat,books,Southeast,2018,66,3997
1000756,Emre Yilmaz,electronics,Southeast,2023,98,4156
1000757,Zeynep Yilmaz,electronics,Black Sea,2025,56,1018
1000758,Elif Yilmaz,sports,Southeast,2024,43,3223
1000759,Zeynep Gunes,grocery,Southeast,2024,63,2343
1000760,Melis Sahin,grocery,Black Sea,2022,86,2234
1000761,Asli Aksoy,electronics,Marmara,2020,71,2326
1000762,Can Gunes,electronics,Southeast,2024,99,3344
1000763,Ece Kurt,toys,Marmara,2022,48,2593
1000764,Can Arslan,electronics,Mediterranean,2024,52,3686
1000765,Kerem Aydin,home,Marmara,2019,80,773
1000766,Seda Aydin,books,Mediterranean,2022,76,4305
1000767,Zeynep Yaman,sports,Southeast,2020,42,3771
1000768,Irem Tas,home,Central Anatolia,2022,79,769
1000769,Kerem Aydin,fashion,Central Anatolia,2018,59,4244
1000770,Ece Yilmaz,home,Southeast,2021,47,1341
1000771,Derya Kurt,electronics,Mediterranean,2023,56,3557
1000772,Ayse Celik,grocery,Aegean,2024,52,2514
1000773,Can Yilmaz,fashion,Marmara,2019,97,617
1000774,Emre Celik,fashion,Central Anatolia,2018,72,4548
1000775,Deniz Arslan,books,Southeast,2019,42,674
1000776,Yigit Arslan,fashion,Southeast,2021,48,4868
1000777,Kerem Arslan,toys,Southeast,2024,49,4477
1000778,Ece Aydin,grocery,Mediterranean,2018,59,4595
1000779,Asli Gunes,toys,Aegean,2025,83,723
1000780,Yigit Kaya,electronics,Central Anatolia,2025,51,4106
1000781,Seda Gunes,electronics,Central Anatolia,2025,99,1012
1000782,Emre Gunes,electronics,Southeast,2022,72,1742
1000783,Emre Sahin,fashion,Marmara,2025,48,1086
1000784,Ayse Sahin,books,Aegean,2023,58,3375
1000785,Can Yilmaz,toys,Southeast,2021,47,3721
1000786,Emre Polat,electronics,Aegean,2023,84,1983
1000787,Elif Celik,electronics,Mediterranean,2019,87,1625
1000788,Ece Aksoy,books,Southeast,2022,55,1550
1000789,Elif Yilmaz,electronics,Southeast,2019,77,4721
1000790,Deniz Arslan,sports,Mediterranean,2020,96,2224
1000791,Can Celik,fashion,Central Anatolia,2018,66,2971
1000792,Melis Polat,sports,Marmara,2018,77,3985
1000793,Yigit Sahin,electronics,Black Sea,2025,96,4656
1000794,Elif Aksoy,grocery,Central Anatolia,2021,61,4884
1000795,Melis Arslan,fashion,Mediterranean,2019,50,3019
1000796,Seda Arslan,grocery,Aegean,2023,57,4436
1000797,Irem Kaya,home,Mediterranean,2025,42,3129
1000798,Derya Polat,books,Central Anatolia,2021,46,1236
1000799,Ayse Yaman,home,Central Anatolia,2022,67,3652
1000800,Ece Polat,books,Marmara,2025,52,5000
1000801,Burak Aydin,electronics,Black Sea,2021,44,2528
1000802,Emre Demir,toys,Central Anatolia,2018,56,2335
1000803,Ayse Kaya,electronics,Southeast,2022,71,4553
1000804,Ayse Gunes,grocery,Central Anatolia,2024,60,2428
1000805,Melis Aydin,fashion,Marmara,2021,84,972
1000806,Ayse Celik,books,Mediterranean,2019,44,3000
1000807,Elif Tekin,books,Aegean,2023,48,827
1000808,Emre Polat,fashion,Aegean,2019,62,549
1000809,Mert Polat,sports,Mediterranean,2020,82,2126
1000810,Asli Arslan,fashion,Central Anatolia,2020,66,4594
1000811,Kerem Arslan,fashion,Southeast,2022,62,3006
1000812,Emre Polat,fashion,Central Anatolia,2022,65,4970
1000813,Mert Kurt,sports,Aegean,2019,66,3920
1000814,Burak Kurt,fashion,Black Sea,2019,58,2411
1000815,Deniz Arslan,toys,Mediterranean,2021,93,1796
1000816,Elif Aydin,books,Mediterranean,2024,79,2945
1000817,Burak Celik,toys,Southeast,2022,42,2322
1000818,Ayse Polat,toys,Central Anatolia,2019,95,4414
1000819,Emre Yaman,grocery,Black Sea,2019,72,1435
1000820,Elif Aksoy,sports,Marmara,2019,63,2011
1000821,Irem Aksoy,grocery,Southeast,2021,42,4706
1000822,Irem Sahin,books,Black Sea,2020,56,500
1000823,Mert Yaman,books,Southeast,2019,54,3329
1000824,Kerem Celik,electronics,Southeast,2019,81,4639
1000825,Elif Sahin,home,Marmara,2023,85,3823
1000826,Asli Kurt,sports,Southeast,2018,49,2027
1000827,Derya Aydin,grocery,Aegean,2019,79,1746
1000828,Seda Tekin,sports,Southeast,2018,100,2891
1000829,Irem Yilmaz,grocery,Marmara,2018,62,2182
1000830,Deniz Aksoy,home,Marmara,2020,77,1648
1000831,Elif Kaya,grocery,Southeast,2024,69,1128
1000832,Can Tekin,electronics,Mediterranean,2018,56,4832
1000833,Can Aydin,fashion,Southeast,2022,67,3648
1000834,Asli Yilmaz,books,Aegean,2018,46,3059
1000835,Melis Tekin,grocery,Aegean,2018,75,3012
1000836,Melis Kaya,books,Aegean,2024,51,579
1000837,Zeynep Sahin,home,Southeast,2020,56,3647
1000838,Melis Kurt,electronics,Black Sea,2021,57,4238
1000839,Deniz Arslan,electronics,Central Anatolia,2020,65,841
1000840,Asli Aydin,home,Southeast,2024,73,4410
1000841,Asli Sahin,books,Black Sea,2020,77,2115
1000842,Emre Celik,home,Central Anatolia,2021,100,3184
1000843,Derya Polat,sports,Aegean,2025,62,4718
1000844,Seda Aydin,books,Southeast,2021,78,2793
1000845,Elif Sahin,sports,Southeast,2025,83,2948
1000846,Can Yaman,home,Mediterranean,2021,77,4769
1000847,Irem Kurt,home,Central Anatolia,2021,71,956
1000848,Zeynep Sahin,fashion,Mediterranean,2025,57,3506
1000849,Seda Demir,sports,Central Anatolia,2021,88,1652
1000850,Derya Yilmaz,toys,Southeast,2024,42,3826
1000851,Seda Tas,sports,Southeast,2022,42,3962
1000852,Emre Demir,grocery,Marmara,2018,62,1535
1000853,Zeynep Tas,fashion,Black Sea,2024,76,2307
1000854,Kerem Tekin,home,Black Sea,2020,85,3577
1000855,Ece Kaya,home,Black Sea,2022,62,787
1000856,Elif Aydin,grocery,Central Anatolia,2018,49,2714
1000857,Derya Demir,sports,Mediterranean,2021,90,1441
1000858,Burak Yilmaz,fashion,Black Sea,2020,90,4988
1000859,Elif Sahin,grocery,Marmara,2024,98,965
1000860,Seda Tekin,home,Mediterranean,2025,84,4785
1000861,Kerem Yaman,sports,Black Sea,2025,47,3755
1000862,Melis Sahin,electronics,Mediterranean,2021,100,2403
1000863,Melis Demir,fashion,Marmara,2022,43,2673
1000864,Zeynep Aydin,electronics,Southeast,2024,53,2637
1000865,Emre Aksoy,sports,Aegean,2025,51,3865
1000866,Deniz Kaya,grocery,Black Sea,2025,99,870
1000867,Can Demir,fashion,Aegean,2025,71,4074
1000868,Elif Yaman,home,Black Sea,2024,72,719
1000869,Elif Arslan,toys,Aegean,2019,42,2840
1000870,Ece Yaman,home,Aegean,2020,65,3122
1000871,Can Gunes,toys,Marmara,2023,81,4294
1000872,Zeynep Kaya,toys,Black Sea,2020,73,3939
1000873,Ece Aksoy,sports,Central Anatolia,2019,57,3493
1000874,Emre Tekin,electronics,Marmara,2019,96,1395
1000875,Ece Tas,electronics,Black Sea,2025,50,2611
1000876,Derya Demir,fashion,Southeast,2023,76,4236
1000877,Ayse Kurt,sports,Black Sea,2021,65,3261
1000878,Seda Aydin,fashion,Southeast,2025,100,2745
1000879,Irem Polat,fashion,Mediterranean,2018,64,2898
1000880,Elif Arslan,home,Central Anatolia,2020,75,536
1000881,Ece Aydin,books,Central Anatolia,2023,48,4936
1000882,Burak Aydin,books,Mediterranean,2024,63,1458
1000883,Seda Tekin,home,Mediterranean,2025,42,1688
1000884,Yigit Sahin,grocery,Southeast,2022,64,3072
1000885,Ayse Polat,home,Central Anatolia,2024,87,761
1000886,Ece Tekin,fashion,Aegean,2022,48,4579
1000887,Burak Tekin,fashion,Marmara,2025,42,2569
1000888,Burak Kurt,sports,Central Anatolia,2019,83,2044
1000889,Burak Yaman,books,Black Sea,2025,42,4951
1000890,Mert Demir,sports,Marmara,2019,77,4959
1000891,Elif Tekin,home,Black Sea,2020,59,3870
1000892,Irem Tekin,toys,Black Sea,2021,86,3031
1000893,Elif Tekin,grocery,Central Anatolia,2024,76,2926
1000894,Ece Polat,fashion,Black Sea,2023,96,578
1000895,Elif Aydin,fashion,Central Anatolia,2020,85,3352
1000896,Ayse Sahin,toys,Southeast,2019,69,3070
1000897,Ayse Tas,fashion,Mediterranean,2020,41,4274
1000898,Mert Celik,toys,Southeast,2021,77,2658
1000899,Can Celik,toys,Mediterranean,2021,53,1037
1000900,Yigit Celik,electronics,Marmara,2024,43,904
1000901,Ece Arslan,fashion,Black Sea,2020,56,4691
1000902,Ayse Tekin,toys,Southeast,2024,73,3503
1000903,Elif Aydin,home,Aegean,2020,77,1937
1000904,Can Gunes,electronics,Black Sea,2022,58,4768
1000905,Mert Yilmaz,grocery,Aegean,2023,54,927
1000906,Can Yilmaz,fashion,Marmara,2025,92,2559
1000907,Seda Aydin,fashion,Black Sea,2018,84,4971
1000908,Elif Gunes,electronics,Marmara,2022,54,3932
1000909,Can Celik,toys,Southeast,2018,98,4814
1000910,Can Aksoy,electronics,Black Sea,2018,72,1376
1000911,Kerem Aydin,grocery,Southeast,2022,85,2695
1000912,Asli Polat,toys,Central Anatolia,2024,84,1570
1000913,Ayse Polat,toys,Central Anatolia,2018,61,1086
1000914,Yigit Arslan,sports,Black Sea,2019,53,2670
1000915,Burak Tas,electronics,Marmara,2021,75,3999
1000916,Can Aksoy,home,Central Anatolia,2024,66,2041
1000917,Irem Yaman,grocery,Aegean,2024,84,3970
1000918,Ece Aydin,sports,Southeast,2023,71,3067
1000919,Seda Aksoy,books,Mediterranean,2020,66,1152
1000920,Melis Kaya,fashion,Southeast,2021,46,3191
1000921,Kerem Tekin,sports,Marmara,2020,94,2654
1000922,Ayse Yilmaz,toys,Aegean,2024,89,826
1000923,Melis Yaman,fashion,Marmara,2025,93,1731
1000924,Can Polat,electronics,Southeast,2024,49,2650
1000925,Emre Yaman,home,Marmara,2023,75,2045
1000926,Emre Kaya,books,Mediterranean,2019,50,2836
1000927,Emre Yaman,home,Mediterranean,2021,71,4966
1000928,Emre Arslan,home,Marmara,2023,87,2333
1000929,Elif Sahin,electronics,Mediterranean,2020,60,3004
1000930,Ece Aksoy,books,Central Anatolia,2022,51,832
1000931,Burak Aydin,books,Central Anatolia,2023,48,1204
1000932,Burak Arslan,fashion,Central Anatolia,2025,72,4310
1000933,Ayse Yaman,toys,Southeast,2020,93,774
1000934,Asli Kaya,books,Central Anatolia,2022,62,4982
1000935,Emre Demir,home,Southeast,2023,43,2919
1000936,Ece Kurt,home,Black Sea,2018,42,1694
1000937,Elif Tas,toys,Black Sea,2020,70,1612
1000938,Derya Polat,fashion,Aegean,2022,92,1052
1000939,Zeynep Aksoy,fashion,Black Sea,2021,92,1232
1000940,Emre Aksoy,sports,Mediterranean,2022,47,1331
1000941,Mert Gunes,electronics,Aegean,2024,41,3640
1000942,Zeynep Polat,electronics,Mediterranean,2022,45,3279
1000943,Ece Celik,fashion,Marmara,2023,43,1412
1000944,Ayse Celik,home,Marmara,2018,84,3101
1000945,Derya Polat,home,Southeast,2023,70,1102
1000946,Melis Gunes,books,Mediterranean,2023,41,4955
1000947,Can Kaya,toys,Marmara,2025,90,4751
1000948,Burak Celik,fashion,Southeast,2019,41,4245
1000949,Can Sahin,home,Mediterranean,2021,58,1876
1000950,Ece Yilmaz,books,Southeast,2021,89,2248
1000951,Kerem Arslan,electronics,Black Sea,2021,78,4917
1000952,Elif Gunes,sports,Marmara,2018,81,2011
1000953,Derya Aydin,home,Central Anatolia,2018,92,4830
